8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4
8,8,8,8,8,8,8,8,14,118,128,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,115,114,128,128,128,128,128,128,128,113,5
8,8,8,8,8,8,8,8,14,130,161,153,153,153,153,153,153,163,0,0,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,153,153,153,153,163,161,153,153,0,0,153,153,163,161,153,153,153,153,153,153,163,131,5
8,8,8,8,8,8,8,8,14,130,154,156,158,158,158,158,157,155,0,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,158,158,158,157,155,154,156,158,0,158,158,157,155,131,5
8,8,8,8,8,8,8,8,14,130,154,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,0,158,156,158,158,157,158,155,0,158,156,158,158,157,158,155,154,158,156,158,158,157,158,155,154,158,156,0,158,157,158,155,131,5
8,8,8,8,8,8,8,8,14,130,154,158,158,156,157,158,158,155,154,158,158,156,157,158,158,155,154,0,158,156,157,158,158,155,154,158,158,156,157,158,158,155,154,158,158,156,157,0,158,0,154,158,158,156,157,158,158,155,154,158,158,156,157,158,158,155,0,158,158,156,157,158,158,155,0,0,0,0,0,0,0,155,154,158,158,156,157,158,158,155,154,0,0,0,0,158,158,155,131,5
8,8,8,8,8,8,8,8,14,130,154,158,158,157,156,158,158,155,154,158,158,157,156,158,158,155,154,0,158,157,156,158,158,155,154,158,158,157,156,158,158,155,154,158,158,157,156,0,0,0,154,158,158,157,156,158,158,155,154,158,158,157,156,158,158,0,0,158,158,157,156,158,158,155,0,0,0,0,0,0,0,0,154,158,158,157,156,158,158,0,0,0,0,0,156,158,158,155,131,5
